country,doc_id,document_url,downloaded_at,evaluation_type,executive_summary,file_path,implementing_partners,language,page_count,publication_year,region,sdg_tags,source,thematic_area,title
Ghana,UNDP-EVAL-20240149,https://erc.undp.org/api/documents/149/pdf,2025-11-19T15:45:43.839071,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 149 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2015/undp_eval_20240149_Evaluation_149__Climate___Resi.pdf,UNDP|Government Agency,en,109,2015,Africa,SDG14|SDG2|SDG7,UNDP ERC,Economic Development,Evaluation 149: Climate & Resilience Project - Year 2015
Senegal,UNDP-EVAL-20240150,https://erc.undp.org/api/documents/150/pdf,2025-11-19T15:45:43.849950,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 150 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240150_Evaluation_150__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,110,2024,Africa,SDG15|SDG3|SDG8,UNDP ERC,Climate Action,Evaluation 150: Climate & Resilience Project - Year 2024
Bangladesh,UNDP-EVAL-20240151,https://erc.undp.org/api/documents/151/pdf,2025-11-19T15:45:43.861773,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 151 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2023/undp_eval_20240151_Evaluation_151__Climate___Resi.pdf,UNDP|Government Agency,en,111,2023,Asia,SDG16|SDG4|SDG9,UNDP ERC,Governance,Evaluation 151: Climate & Resilience Project - Year 2023
India,UNDP-EVAL-20240152,https://erc.undp.org/api/documents/152/pdf,2025-11-19T15:45:43.873392,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 152 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2022/undp_eval_20240152_Evaluation_152__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,112,2022,Asia,SDG17|SDG5|SDG10,UNDP ERC,Gender Equality,Evaluation 152: Climate & Resilience Project - Year 2022
Vietnam,UNDP-EVAL-20240153,https://erc.undp.org/api/documents/153/pdf,2025-11-19T15:45:43.884309,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 153 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2021/undp_eval_20240153_Evaluation_153__Climate___Resi.pdf,UNDP|Government Agency,en,113,2021,Asia,SDG1|SDG6|SDG11,UNDP ERC,Resilience,Evaluation 153: Climate & Resilience Project - Year 2021
Brazil,UNDP-EVAL-20240154,https://erc.undp.org/api/documents/154/pdf,2025-11-19T15:45:43.896092,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 154 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2020/undp_eval_20240154_Evaluation_154__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,114,2020,Americas,SDG2|SDG7|SDG12,UNDP ERC,Environment,Evaluation 154: Climate & Resilience Project - Year 2020
Colombia,UNDP-EVAL-20240155,https://erc.undp.org/api/documents/155/pdf,2025-11-19T15:45:43.907802,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 155 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2019/undp_eval_20240155_Evaluation_155__Climate___Resi.pdf,UNDP|Government Agency,en,115,2019,Americas,SDG3|SDG8|SDG13,UNDP ERC,Economic Development,Evaluation 155: Climate & Resilience Project - Year 2019
Kenya,UNDP-EVAL-20240156,https://erc.undp.org/api/documents/156/pdf,2025-11-19T15:45:43.918613,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 156 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2018/undp_eval_20240156_Evaluation_156__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,116,2018,Africa,SDG4|SDG9|SDG14,UNDP ERC,Climate Action,Evaluation 156: Climate & Resilience Project - Year 2018
Tanzania,UNDP-EVAL-20240157,https://erc.undp.org/api/documents/157/pdf,2025-11-19T15:45:43.929437,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 157 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2017/undp_eval_20240157_Evaluation_157__Climate___Resi.pdf,UNDP|Government Agency,en,117,2017,Africa,SDG5|SDG10|SDG15,UNDP ERC,Governance,Evaluation 157: Climate & Resilience Project - Year 2017
Uganda,UNDP-EVAL-20240158,https://erc.undp.org/api/documents/158/pdf,2025-11-19T15:45:43.941127,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 158 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240158_Evaluation_158__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,118,2016,Africa,SDG6|SDG11|SDG16,UNDP ERC,Gender Equality,Evaluation 158: Climate & Resilience Project - Year 2016
Ethiopia,UNDP-EVAL-20240159,https://erc.undp.org/api/documents/159/pdf,2025-11-19T15:45:43.952042,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 159 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2015/undp_eval_20240159_Evaluation_159__Climate___Resi.pdf,UNDP|Government Agency,en,119,2015,Africa,SDG7|SDG12|SDG17,UNDP ERC,Resilience,Evaluation 159: Climate & Resilience Project - Year 2015
Nigeria,UNDP-EVAL-20240160,https://erc.undp.org/api/documents/160/pdf,2025-11-19T15:45:43.964087,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 160 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240160_Evaluation_160__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,40,2024,Africa,SDG8|SDG13|SDG1,UNDP ERC,Environment,Evaluation 160: Climate & Resilience Project - Year 2024
Ghana,UNDP-EVAL-20240161,https://erc.undp.org/api/documents/161/pdf,2025-11-19T15:45:43.975995,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 161 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2023/undp_eval_20240161_Evaluation_161__Climate___Resi.pdf,UNDP|Government Agency,en,41,2023,Africa,SDG9|SDG14|SDG2,UNDP ERC,Economic Development,Evaluation 161: Climate & Resilience Project - Year 2023
Senegal,UNDP-EVAL-20240162,https://erc.undp.org/api/documents/162/pdf,2025-11-19T15:45:43.987793,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 162 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240162_Evaluation_162__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,42,2022,Africa,SDG10|SDG15|SDG3,UNDP ERC,Climate Action,Evaluation 162: Climate & Resilience Project - Year 2022
Bangladesh,UNDP-EVAL-20240163,https://erc.undp.org/api/documents/163/pdf,2025-11-19T15:45:43.999463,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 163 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2021/undp_eval_20240163_Evaluation_163__Climate___Resi.pdf,UNDP|Government Agency,en,43,2021,Asia,SDG11|SDG16|SDG4,UNDP ERC,Governance,Evaluation 163: Climate & Resilience Project - Year 2021
India,UNDP-EVAL-20240164,https://erc.undp.org/api/documents/164/pdf,2025-11-19T15:45:44.010236,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 164 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2020/undp_eval_20240164_Evaluation_164__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,44,2020,Asia,SDG12|SDG17|SDG5,UNDP ERC,Gender Equality,Evaluation 164: Climate & Resilience Project - Year 2020
Vietnam,UNDP-EVAL-20240165,https://erc.undp.org/api/documents/165/pdf,2025-11-19T15:45:44.021199,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 165 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2019/undp_eval_20240165_Evaluation_165__Climate___Resi.pdf,UNDP|Government Agency,en,45,2019,Asia,SDG13|SDG1|SDG6,UNDP ERC,Resilience,Evaluation 165: Climate & Resilience Project - Year 2019
Brazil,UNDP-EVAL-20240166,https://erc.undp.org/api/documents/166/pdf,2025-11-19T15:45:44.033049,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 166 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2018/undp_eval_20240166_Evaluation_166__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,46,2018,Americas,SDG14|SDG2|SDG7,UNDP ERC,Environment,Evaluation 166: Climate & Resilience Project - Year 2018
Colombia,UNDP-EVAL-20240167,https://erc.undp.org/api/documents/167/pdf,2025-11-19T15:45:44.044931,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 167 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2017/undp_eval_20240167_Evaluation_167__Climate___Resi.pdf,UNDP|Government Agency,en,47,2017,Americas,SDG15|SDG3|SDG8,UNDP ERC,Economic Development,Evaluation 167: Climate & Resilience Project - Year 2017
Kenya,UNDP-EVAL-20240168,https://erc.undp.org/api/documents/168/pdf,2025-11-19T15:45:44.055925,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 168 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240168_Evaluation_168__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,48,2016,Africa,SDG16|SDG4|SDG9,UNDP ERC,Climate Action,Evaluation 168: Climate & Resilience Project - Year 2016
Tanzania,UNDP-EVAL-20240169,https://erc.undp.org/api/documents/169/pdf,2025-11-19T15:45:44.067702,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 169 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2015/undp_eval_20240169_Evaluation_169__Climate___Resi.pdf,UNDP|Government Agency,en,49,2015,Africa,SDG17|SDG5|SDG10,UNDP ERC,Governance,Evaluation 169: Climate & Resilience Project - Year 2015
Uganda,UNDP-EVAL-20240170,https://erc.undp.org/api/documents/170/pdf,2025-11-19T15:45:44.078518,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 170 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240170_Evaluation_170__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,50,2024,Africa,SDG1|SDG6|SDG11,UNDP ERC,Gender Equality,Evaluation 170: Climate & Resilience Project - Year 2024
Ethiopia,UNDP-EVAL-20240171,https://erc.undp.org/api/documents/171/pdf,2025-11-19T15:45:44.090258,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 171 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2023/undp_eval_20240171_Evaluation_171__Climate___Resi.pdf,UNDP|Government Agency,en,51,2023,Africa,SDG2|SDG7|SDG12,UNDP ERC,Resilience,Evaluation 171: Climate & Resilience Project - Year 2023
Nigeria,UNDP-EVAL-20240172,https://erc.undp.org/api/documents/172/pdf,2025-11-19T15:45:44.100988,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 172 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240172_Evaluation_172__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,52,2022,Africa,SDG3|SDG8|SDG13,UNDP ERC,Environment,Evaluation 172: Climate & Resilience Project - Year 2022
Ghana,UNDP-EVAL-20240173,https://erc.undp.org/api/documents/173/pdf,2025-11-19T15:45:44.111738,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 173 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2021/undp_eval_20240173_Evaluation_173__Climate___Resi.pdf,UNDP|Government Agency,en,53,2021,Africa,SDG4|SDG9|SDG14,UNDP ERC,Economic Development,Evaluation 173: Climate & Resilience Project - Year 2021
Senegal,UNDP-EVAL-20240174,https://erc.undp.org/api/documents/174/pdf,2025-11-19T15:45:44.122516,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 174 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2020/undp_eval_20240174_Evaluation_174__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,54,2020,Africa,SDG5|SDG10|SDG15,UNDP ERC,Climate Action,Evaluation 174: Climate & Resilience Project - Year 2020
Bangladesh,UNDP-EVAL-20240175,https://erc.undp.org/api/documents/175/pdf,2025-11-19T15:45:44.133437,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 175 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2019/undp_eval_20240175_Evaluation_175__Climate___Resi.pdf,UNDP|Government Agency,en,55,2019,Asia,SDG6|SDG11|SDG16,UNDP ERC,Governance,Evaluation 175: Climate & Resilience Project - Year 2019
India,UNDP-EVAL-20240176,https://erc.undp.org/api/documents/176/pdf,2025-11-19T15:45:44.145213,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 176 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2018/undp_eval_20240176_Evaluation_176__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,56,2018,Asia,SDG7|SDG12|SDG17,UNDP ERC,Gender Equality,Evaluation 176: Climate & Resilience Project - Year 2018
Vietnam,UNDP-EVAL-20240177,https://erc.undp.org/api/documents/177/pdf,2025-11-19T15:45:44.156018,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 177 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2017/undp_eval_20240177_Evaluation_177__Climate___Resi.pdf,UNDP|Government Agency,en,57,2017,Asia,SDG8|SDG13|SDG1,UNDP ERC,Resilience,Evaluation 177: Climate & Resilience Project - Year 2017
Brazil,UNDP-EVAL-20240178,https://erc.undp.org/api/documents/178/pdf,2025-11-19T15:45:44.167848,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 178 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2016/undp_eval_20240178_Evaluation_178__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,58,2016,Americas,SDG9|SDG14|SDG2,UNDP ERC,Environment,Evaluation 178: Climate & Resilience Project - Year 2016
Colombia,UNDP-EVAL-20240179,https://erc.undp.org/api/documents/179/pdf,2025-11-19T15:45:44.179640,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 179 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2015/undp_eval_20240179_Evaluation_179__Climate___Resi.pdf,UNDP|Government Agency,en,59,2015,Americas,SDG10|SDG15|SDG3,UNDP ERC,Economic Development,Evaluation 179: Climate & Resilience Project - Year 2015
Kenya,UNDP-EVAL-20240180,https://erc.undp.org/api/documents/180/pdf,2025-11-19T15:45:44.191428,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 180 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2024/undp_eval_20240180_Evaluation_180__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,60,2024,Africa,SDG11|SDG16|SDG4,UNDP ERC,Climate Action,Evaluation 180: Climate & Resilience Project - Year 2024
Tanzania,UNDP-EVAL-20240181,https://erc.undp.org/api/documents/181/pdf,2025-11-19T15:45:44.202242,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 181 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2023/undp_eval_20240181_Evaluation_181__Climate___Resi.pdf,UNDP|Government Agency,en,61,2023,Africa,SDG12|SDG17|SDG5,UNDP ERC,Governance,Evaluation 181: Climate & Resilience Project - Year 2023
Uganda,UNDP-EVAL-20240182,https://erc.undp.org/api/documents/182/pdf,2025-11-19T15:45:44.213054,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 182 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240182_Evaluation_182__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,62,2022,Africa,SDG13|SDG1|SDG6,UNDP ERC,Gender Equality,Evaluation 182: Climate & Resilience Project - Year 2022
Ethiopia,UNDP-EVAL-20240183,https://erc.undp.org/api/documents/183/pdf,2025-11-19T15:45:44.224848,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 183 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2021/undp_eval_20240183_Evaluation_183__Climate___Resi.pdf,UNDP|Government Agency,en,63,2021,Africa,SDG14|SDG2|SDG7,UNDP ERC,Resilience,Evaluation 183: Climate & Resilience Project - Year 2021
Nigeria,UNDP-EVAL-20240184,https://erc.undp.org/api/documents/184/pdf,2025-11-19T15:45:44.236648,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 184 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2020/undp_eval_20240184_Evaluation_184__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,64,2020,Africa,SDG15|SDG3|SDG8,UNDP ERC,Environment,Evaluation 184: Climate & Resilience Project - Year 2020
Ghana,UNDP-EVAL-20240185,https://erc.undp.org/api/documents/185/pdf,2025-11-19T15:45:44.248590,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 185 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2019/undp_eval_20240185_Evaluation_185__Climate___Resi.pdf,UNDP|Government Agency,en,65,2019,Africa,SDG16|SDG4|SDG9,UNDP ERC,Economic Development,Evaluation 185: Climate & Resilience Project - Year 2019
Senegal,UNDP-EVAL-20240186,https://erc.undp.org/api/documents/186/pdf,2025-11-19T15:45:44.260163,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 186 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2018/undp_eval_20240186_Evaluation_186__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,66,2018,Africa,SDG17|SDG5|SDG10,UNDP ERC,Climate Action,Evaluation 186: Climate & Resilience Project - Year 2018
Bangladesh,UNDP-EVAL-20240187,https://erc.undp.org/api/documents/187/pdf,2025-11-19T15:45:44.270988,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 187 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2017/undp_eval_20240187_Evaluation_187__Climate___Resi.pdf,UNDP|Government Agency,en,67,2017,Asia,SDG1|SDG6|SDG11,UNDP ERC,Governance,Evaluation 187: Climate & Resilience Project - Year 2017
India,UNDP-EVAL-20240188,https://erc.undp.org/api/documents/188/pdf,2025-11-19T15:45:44.282787,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 188 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2016/undp_eval_20240188_Evaluation_188__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,68,2016,Asia,SDG2|SDG7|SDG12,UNDP ERC,Gender Equality,Evaluation 188: Climate & Resilience Project - Year 2016
Vietnam,UNDP-EVAL-20240189,https://erc.undp.org/api/documents/189/pdf,2025-11-19T15:45:44.294555,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 189 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2015/undp_eval_20240189_Evaluation_189__Climate___Resi.pdf,UNDP|Government Agency,en,69,2015,Asia,SDG3|SDG8|SDG13,UNDP ERC,Resilience,Evaluation 189: Climate & Resilience Project - Year 2015
Brazil,UNDP-EVAL-20240190,https://erc.undp.org/api/documents/190/pdf,2025-11-19T15:45:44.305298,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 190 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2024/undp_eval_20240190_Evaluation_190__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,70,2024,Americas,SDG4|SDG9|SDG14,UNDP ERC,Environment,Evaluation 190: Climate & Resilience Project - Year 2024
Colombia,UNDP-EVAL-20240191,https://erc.undp.org/api/documents/191/pdf,2025-11-19T15:45:44.317011,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 191 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Americas/2023/undp_eval_20240191_Evaluation_191__Climate___Resi.pdf,UNDP|Government Agency,en,71,2023,Americas,SDG5|SDG10|SDG15,UNDP ERC,Economic Development,Evaluation 191: Climate & Resilience Project - Year 2023
Kenya,UNDP-EVAL-20240192,https://erc.undp.org/api/documents/192/pdf,2025-11-19T15:45:44.327696,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 192 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2022/undp_eval_20240192_Evaluation_192__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,72,2022,Africa,SDG6|SDG11|SDG16,UNDP ERC,Climate Action,Evaluation 192: Climate & Resilience Project - Year 2022
Tanzania,UNDP-EVAL-20240193,https://erc.undp.org/api/documents/193/pdf,2025-11-19T15:45:44.338652,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 193 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2021/undp_eval_20240193_Evaluation_193__Climate___Resi.pdf,UNDP|Government Agency,en,73,2021,Africa,SDG7|SDG12|SDG17,UNDP ERC,Governance,Evaluation 193: Climate & Resilience Project - Year 2021
Uganda,UNDP-EVAL-20240194,https://erc.undp.org/api/documents/194/pdf,2025-11-19T15:45:44.350182,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 194 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2020/undp_eval_20240194_Evaluation_194__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,74,2020,Africa,SDG8|SDG13|SDG1,UNDP ERC,Gender Equality,Evaluation 194: Climate & Resilience Project - Year 2020
Ethiopia,UNDP-EVAL-20240195,https://erc.undp.org/api/documents/195/pdf,2025-11-19T15:45:44.361057,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 195 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2019/undp_eval_20240195_Evaluation_195__Climate___Resi.pdf,UNDP|Government Agency,en,75,2019,Africa,SDG9|SDG14|SDG2,UNDP ERC,Resilience,Evaluation 195: Climate & Resilience Project - Year 2019
Nigeria,UNDP-EVAL-20240196,https://erc.undp.org/api/documents/196/pdf,2025-11-19T15:45:44.371845,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 196 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2018/undp_eval_20240196_Evaluation_196__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,76,2018,Africa,SDG10|SDG15|SDG3,UNDP ERC,Environment,Evaluation 196: Climate & Resilience Project - Year 2018
Ghana,UNDP-EVAL-20240197,https://erc.undp.org/api/documents/197/pdf,2025-11-19T15:45:44.383755,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 197 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2017/undp_eval_20240197_Evaluation_197__Climate___Resi.pdf,UNDP|Government Agency,en,77,2017,Africa,SDG11|SDG16|SDG4,UNDP ERC,Economic Development,Evaluation 197: Climate & Resilience Project - Year 2017
Senegal,UNDP-EVAL-20240198,https://erc.undp.org/api/documents/198/pdf,2025-11-19T15:45:44.395624,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 198 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Africa/2016/undp_eval_20240198_Evaluation_198__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,78,2016,Africa,SDG12|SDG17|SDG5,UNDP ERC,Climate Action,Evaluation 198: Climate & Resilience Project - Year 2016
Bangladesh,UNDP-EVAL-20240199,https://erc.undp.org/api/documents/199/pdf,2025-11-19T15:45:44.407439,thematic,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 199 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2015/undp_eval_20240199_Evaluation_199__Climate___Resi.pdf,UNDP|Government Agency,en,79,2015,Asia,SDG13|SDG1|SDG6,UNDP ERC,Governance,Evaluation 199: Climate & Resilience Project - Year 2015
India,UNDP-EVAL-20240200,https://erc.undp.org/api/documents/200/pdf,2025-11-19T15:45:44.419446,project,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 200 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2024/undp_eval_20240200_Evaluation_200__Climate___Resi.pdf,UNDP|Ministry of Environment|Local NGO,en,80,2024,Asia,SDG14|SDG2|SDG7,UNDP ERC,Gender Equality,Evaluation 200: Climate & Resilience Project - Year 2024
Vietnam,UNDP-EVAL-20240201,https://erc.undp.org/api/documents/201/pdf,2025-11-19T15:45:44.431211,outcome,This evaluation examines the outcomes of development initiatives in the region. Key findings include improved capacity in 201 focus areas. Recommendations emphasize sustainability and local engagement.,/home/user/evidence-ai/data/raw/undp/documents/Asia/2023/undp_eval_20240201_Evaluation_201__Climate___Resi.pdf,UNDP|Government Agency,en,81,2023,Asia,SDG15|SDG3|SDG8,UNDP ERC,Resilience,Evaluation 201: Climate & Resilience Project - Year 2023
