"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AK1","AL1","AM1","AN1","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","AX4","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72503014732","2023-04-12T17:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","290,5,N,0098,5","22000,5,9,N","016093,5,N,5","+0256,5","+0011,5","10093,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","02,5,+05486,5,99,9","04,5,+07620,5,99,9","1,99,1,+02743,5,9","1,99,1,+05486,5,9","2,99,1,+07620,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02743,1,99,9,99,9","060,M,+0261,1","060,N,+0189,1",,,,,,,,,,,"10095,5,10084,5","8,9,020,9,+999,9",,,,,,,,,"0129,5","4,99,0133,1,290",,,,,,,"MET15104/12/23 12:51:02 METAR KLGA 121751Z 29019G25KT 10SM FEW090 FEW180 SCT250 26/01 A2981 RMK AO2 PK WND 29026/1731 SLP093 T02560011 10261 20189 58020 (JG)","D01      0ADE726"
"72503014732","2023-04-12T18:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","290,1,N,0098,1","22000,1,9,N","016000,1,9,9","+0256,1","+0011,1","10093,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0261,1","120,N,+0189,1",,,,,,,,,,,"99999,9,10081,1","8,1,020,1,+999,9",,,,,,,,,,"4,99,0129,1,999",,,,,,,"SYN08672503 32966 42919 10256 20011 30081 40093 58020 91751 333 10261 20189 91025 555 91218=",
"72503014732","2023-04-12T18:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","300,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0256,5","+0011,5","10089,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","04,5,+05486,5,99,9","04,5,+07620,5,99,9","1,99,1,+02743,5,9","2,99,1,+05486,5,9","2,99,1,+07620,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10088,5,10077,5",,,,,,,,,,,,,,,,,,"MET11204/12/23 13:51:02 METAR KLGA 121851Z 30013KT 10SM FEW090 SCT180 SCT250 26/01 A2979 RMK AO2 SLP089 T02560011 (JG)","D01      0ADE726"
"72503014732","2023-04-12T19:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","290,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0278,5","+0000,5","10082,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","02,5,+05486,5,99,9","04,5,+07620,5,99,9","1,99,1,+02743,5,9","1,99,1,+05486,5,9","2,99,1,+07620,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10081,5,10071,5",,,,,,,,,,"0108,5",,,,,,,,"MET11504/12/23 14:51:02 METAR KLGA 121951Z 29016G21KT 10SM FEW090 FEW180 SCT250 28/00 A2977 RMK AO2 SLP082 T02780000 (JG)","D01      0ADE726"
"72503014732","2023-04-12T20:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","290,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0267,5","+0011,5","10077,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","02,5,+05486,5,99,9","02,5,+07620,5,99,9","1,99,1,+02743,5,9","1,99,1,+05486,5,9","1,99,1,+07620,5,9",,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10078,5,10067,5","8,9,017,9,+999,9",,,,,,,,,"0108,5",,,,,,,,"MET12104/12/23 15:51:02 METAR KLGA 122051Z 29016G21KT 10SM FEW090 FEW180 FEW250 27/01 A2976 RMK AO2 SLP077 T02670011 58017 (JG)","D01      0ADE726"
"72503014732","2023-04-12T21:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","290,1,N,0082,1","22000,1,9,N","016000,1,9,9","+0267,1","+0011,1","10077,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"99999,9,10064,1","8,1,017,1,+999,9",,,,,,,,,,"4,99,0108,1,999",,,,,,,"SYN07472503 32966 22916 10267 20011 30064 40077 58017 92051 333 91021 555 91221=",
"72503014732","2023-04-12T21:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","290,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0272,5","+0022,5","10075,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","02,5,+07620,5,99,9",,"1,99,1,+02743,5,9","1,99,1,+07620,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10075,5,10064,5",,,,,,,,,,,,,,,,,,"MET10504/12/23 16:51:02 METAR KLGA 122151Z 29007KT 10SM FEW090 FEW250 27/02 A2975 RMK AO2 SLP075 T02720022 (JG)","D01      0ADE726"
"72503014732","2023-04-12T22:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","300,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0256,5","+0033,5","10078,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9",,,"1,99,1,+02743,5,9",,,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02743,1,99,9,99,9",,,,,,,,,,,,,"10078,5,10067,5",,,,,,,,,,,,,,,,,,"MET09804/12/23 17:51:02 METAR KLGA 122251Z 30011KT 10SM FEW090 26/03 A2976 RMK AO2 SLP078 T02560033 (JG)","D01      0ADE726"
"72503014732","2023-04-12T23:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","270,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0256,5","+0028,5","10083,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02591,5,99,9",,,"1,99,1,+02591,5,9",,,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02591,1,99,9,99,9","060,M,+0283,1","060,N,+0244,1",,,,,,,,,,,"10085,5,10074,5","3,9,006,9,+999,9",,,,,,,,,,,,,,,,,"MET11604/12/23 18:51:02 METAR KLGA 122351Z 27004KT 10SM FEW085 26/03 A2978 RMK AO2 SLP083 T02560028 10283 20244 53006 (JG)","D01      0ADE726"
"72503014732","2023-04-13T00:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","270,1,N,0021,1","22000,1,9,N","016000,1,9,9","+0256,1","+0028,1","10083,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,AGL   ,+99999,+99999","02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0283,1","120,N,+0189,1",,,,,,,,,,,"99999,9,10071,1","3,1,006,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072503 32966 22704 10256 20028 30071 40083 53006 92351 333 10283 20189 555 91300=",
"72503014732","2023-04-13T00:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","250,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0267,5","+0039,5","10090,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10091,5,10081,5",,,,,,,,,,,,,,,,,,"MET09004/12/23 19:51:01 METAR KLGA 130051Z 25008KT 10SM CLR 27/04 A2980 RMK AO2 SLP090 T02670039",
"72503014732","2023-04-13T01:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","260,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0250,5","+0050,5","10094,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10095,5,10084,5",,,,,,,,,,,,,,,,,,"MET09004/12/23 20:51:01 METAR KLGA 130151Z 26004KT 10SM CLR 25/05 A2981 RMK AO2 SLP094 T02500050",
"72503014732","2023-04-13T02:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0250,5","+0044,5","10093,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10095,5,10084,5","0,9,010,9,+999,9",,,,,,,,,,,,,,,,,"MET09604/12/23 21:51:01 METAR KLGA 130251Z 00000KT 10SM CLR 25/04 A2981 RMK AO2 SLP093 T02500044 50010",
"72503014732","2023-04-13T03:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0250,1","+0044,1","10093,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10081,1","9,9,010,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472503 32966 00000 10250 20044 30081 40093 50010 90251 555 91303=",
"72503014732","2023-04-13T03:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0233,5","+0044,5","10095,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10095,5,10084,5",,,,,,,,,,,,,,,,,,"MET09004/12/23 22:51:01 METAR KLGA 130351Z 00000KT 10SM CLR 23/04 A2981 RMK AO2 SLP095 T02330044",
"72503014732","2023-04-13T04:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0228,5","+0044,5","10100,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0283,1","240,N,+0189,1",,,,,,,,,,,"10102,5,10091,5",,,,,,,,,,,,,,,,,,"MET10004/12/23 23:51:01 METAR KLGA 130451Z 00000KT 10SM CLR 23/04 A2983 RMK AO2 SLP100 T02280044 402830189",
"72503014732","2023-04-13T04:59:00","6","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","SOD  ","KLGA ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"0000,9,5,999999,9,9",,,,"024,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0283,5","240,N,+0189,5",,,,,,,,,"024,W,+0122,D,4","024,D,+0011,D,4",,,"10091,4,10098,4","10090,4,10075,4",,,,,,,,,"1,24,01341,290,9999,5","2,24,01028,310,9999,5","3,24,00532,999,9999,5","024,X,034,D,4","024,N,016,D,4","024,M,024,D,4","SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8324 HR MIN TEMP (F): 66AVERAGE STATION PRESSURE:29.795 MINIMUM SEA LEVEL PRESSURE:29.75 TIME OF OCCURRENCE:1717 PEAK WIND SPEED (MPH): 30 PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):310 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):11.9 24 HR AVG TEMP (F): 75DEPART FROM NORMAL: 23  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 10 LATEST DAY MAX TEMP (0700-1900 LST):83  LATEST NIGHT MIN TEMP(1900-0800 LST):66 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72503014732","2023-04-13T05:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","290,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0211,5","+0050,5","10105,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0272,1","060,N,+0206,1",,,,,,,,,,,"10105,5,10094,5","3,9,013,9,+999,9",,,,,,,,,,,,,,,,,"MET11304/13/23 00:51:02 METAR KLGA 130551Z 29004KT 10SM CLR 21/05 A2984 RMK AO2 SLP105 T02110050 10272 20206 53013 (RZ)",
"72503014732","2023-04-13T06:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","290,1,N,0021,1","99999,9,9,N","016000,1,9,9","+0211,1","+0050,1","10105,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0272,1","240,N,+0189,1",,,,,,,,,,,"99999,9,10091,1","3,1,013,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072503 32966 02904 10211 20050 30091 40105 53013 90551 333 10272 20189 555 91306=",
"72503014732","2023-04-13T06:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","280,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0194,5","+0050,5","10107,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10108,5,10098,5",,,,,,,,,,,,,,,,,,"MET09504/13/23 01:51:02 METAR KLGA 130651Z 28005KT 10SM CLR 19/05 A2985 RMK AO2 SLP107 T01940050 (RZ)",
"72503014732","2023-04-13T07:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","300,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0183,5","+0056,5","10108,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10108,5,10098,5",,,,,,,,,,,,,,,,,,"MET09504/13/23 02:51:02 METAR KLGA 130751Z 30007KT 10SM CLR 18/06 A2985 RMK AO2 SLP108 T01830056 (RZ)",
"72503014732","2023-04-13T08:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","200,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0206,5","+0044,5","10112,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10112,5,10101,5","3,9,007,9,+999,9",,,,,,,,,,,,,,,,,"MET10104/13/23 03:51:02 METAR KLGA 130851Z 20003KT 10SM CLR 21/04 A2986 RMK AO2 SLP112 T02060044 53007 (RZ)",
"72503014732","2023-04-13T09:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","200,1,N,0015,1","99999,9,9,N","016000,1,9,9","+0206,1","+0044,1","10112,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10098,1","3,1,007,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472503 32966 02003 10206 20044 30098 40112 53007 90851 555 91309=",
"72503014732","2023-04-13T09:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0189,5","+0050,5","10114,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10115,5,10104,5",,,,,,,,,,,,,,,,,,"MET09504/13/23 04:51:02 METAR KLGA 130951Z 00000KT 10SM CLR 19/05 A2987 RMK AO2 SLP114 T01890050 (RZ)",
"72503014732","2023-04-13T10:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0200,5","+0050,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10108,5",,,,,,,,,,,,,,,,,,"MET09504/13/23 05:51:02 METAR KLGA 131051Z 00000KT 10SM CLR 20/05 A2988 RMK AO2 SLP119 T02000050 (WL)",
"72503014732","2023-04-13T11:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","290,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0217,5","+0050,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0217,1","060,N,+0167,1",,,,,,,,,,,"10122,5,10111,5","1,9,008,9,+999,9",,,,,,,,,,,,,,,,,"MET11304/13/23 06:51:02 METAR KLGA 131151Z 29008KT 10SM CLR 22/05 A2989 RMK AO2 SLP120 T02170050 10217 20167 51008 (WL)",
"72503014732","2023-04-13T12:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","290,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0217,1","+0050,1","10120,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0283,1","240,N,+0167,1",,,,,,,,,,,"99999,9,10108,1","1,1,008,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072503 32966 02908 10217 20050 30108 40120 51008 91151 333 10283 20167 555 91312=",
"72503014732","2023-04-13T12:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0233,5","+0044,5","10121,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10111,5",,,,,,,,,,,,,,,,,,"MET09504/13/23 07:51:02 METAR KLGA 131251Z 27008KT 10SM CLR 23/04 A2989 RMK AO2 SLP121 T02330044 (WL)",
"72503014732","2023-04-13T13:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0250,5","+0050,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10108,5",,,,,,,,,,,,,,,,,,"MET09504/13/23 08:51:02 METAR KLGA 131351Z 27008KT 10SM CLR 25/05 A2988 RMK AO2 SLP119 T02500050 (WL)",
"72503014732","2023-04-13T14:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0267,5","+0044,5","10116,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10115,5,10104,5","8,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET10104/13/23 09:51:02 METAR KLGA 131451Z 27008KT 10SM CLR 27/04 A2987 RMK AO2 SLP116 T02670044 58004 (WL)",
"72503014732","2023-04-13T15:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","270,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0267,1","+0044,1","10116,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10101,1","8,1,004,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472503 32966 02708 10267 20044 30101 40116 58004 91451 555 91315=",
"72503014732","2023-04-13T15:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","280,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0283,5","+0039,5","10110,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10112,5,10101,5",,,,,,,,,,"0077,5",,,,,,,,"MET09804/13/23 10:51:02 METAR KLGA 131551Z 28006G15KT 10SM CLR 28/04 A2986 RMK AO2 SLP110 T02830039 (WL)",
"72503014732","2023-04-13T16:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","260,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0294,5","+0039,5","10101,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10102,5,10091,5",,,,,,,,,,"0077,5",,,,,,,,"MET09804/13/23 11:51:02 METAR KLGA 131651Z 26010G15KT 10SM CLR 29/04 A2983 RMK AO2 SLP101 T02940039 (WL)",
"72503014732","2023-04-13T17:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","260,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0300,5","+0033,5","10097,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0306,1","060,N,+0217,1",,,,,,,,,,,"10098,5,10087,5","6,9,019,9,+999,9",,,,,,,,,,,,,,,,,"MET11304/13/23 12:51:02 METAR KLGA 131751Z 26008KT 10SM CLR 30/03 A2982 RMK AO2 SLP097 T03000033 10306 20217 56019 (WL)",
"72503014732","2023-04-13T18:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","260,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0300,1","+0033,1","10097,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,M,+0306,1","120,N,+0217,1",,,,,,,,,,,"99999,9,10085,1","6,1,019,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072503 32966 02608 10300 20033 30085 40097 56019 91751 333 10306 20217 555 91318=",
"72503014732","2023-04-13T18:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","210,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0311,5","+0044,5","10093,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,"1,99,1,+07620,5,9",,,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,07620,1,99,9,99,9",,,,,,,,,,,,,"10095,5,10084,5",,,,,,,,,,"0108,5",,,,,,,,"MET10104/13/23 13:51:02 METAR KLGA 131851Z 21013G21KT 10SM FEW250 31/04 A2981 RMK AO2 SLP093 T03110044 (ML)","D01      0ADE726"
"72503014732","2023-04-13T19:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","230,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0317,5","+0044,5","10086,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,"1,99,1,+07620,5,9",,,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,07620,1,99,9,99,9",,,,,,,,,,,,,"10088,5,10077,5",,,,,,,,,,,,,,,,,,"MET10004/13/23 14:51:02 METAR KLGA 131951Z 23014KT 10SM FEW250 32/04 A2979 RMK AO2 SLP086 T03170044 $ (ML)","D01      0ADE726"
