source_id,title,document_type,split,items_count,file_path,file_size_bytes,sha256,download_url,license,notes
usgs/hydrologic-budgets-and-water-availability-of-six-bedrock-aqu,"Hydrologic budgets and water availability of six bedrock aquifers in the Black Hills area, South Dakota and Wyoming, 1931–2022",report,main,1,data/reports/usgs/hydrologic-budgets-and-water-availability-of-six-bedrock-aqu/hydrologic-budgets-and-water-availability-of-six-bedrock-aqu.pdf,28674782,6c9decc051196dc3324dfa6087336ebcef7d0bbba8fee1fd8f791d888bdcd0e6,https://pubs.usgs.gov/sir/2025/5067/sir20255067.pdf,USGS Public Domain,Population growth and recurring droughts in the Black Hills region raised interest in water resources and future availability. The Black Hills hydrology study (BHHS) was initiated in the early 1990s t
usgs/using-the-horizontal-to-vertical-spectral-ratio-method-to-es,"Using the horizontal-to-vertical spectral ratio method to estimate thickness of the Barry Arm landslide, Prince William Sound, Alaska",report,main,1,data/reports/usgs/using-the-horizontal-to-vertical-spectral-ratio-method-to-es/using-the-horizontal-to-vertical-spectral-ratio-method-to-es.pdf,12634974,85847112cb34e77d378bffe06427b0b3b49d3e1e42b24b77ad09b74aa32f6ec9,https://pubs.usgs.gov/of/2024/1071/ofr20241071.pdf,USGS Public Domain,"Conducting detailed investigations of large landslides is difficult, especially in the subsurface, largely due to environmental factors such as steep slopes, difficult access, and numerous objective h"
usgs/multidecadal-change-in-pesticide-concentrations-relative-to-,Multidecadal change in pesticide concentrations relative to human health benchmarks in the Nation’s groundwater,report,main,1,data/reports/usgs/multidecadal-change-in-pesticide-concentrations-relative-to-/multidecadal-change-in-pesticide-concentrations-relative-to-.pdf,4343866,acc7f6433c4238ff9be130861059d481df1c1b41f8380812b50cf88a32234dea,https://pubs.usgs.gov/sir/2025/5081/sir20255081.pdf,USGS Public Domain,Groundwater-quality trend assessments identify aquifers that are responding to changes in pesticide use and the compounds that may pose a threat to water availability. The U.S. Geological Survey has b
usgs/characterization-of-suspended-sediment-flux-and-streamflow-t,"Characterization of suspended sediment flux and streamflow trends in the Fountain Creek watershed, Colorado, 1998 through 2022",report,main,1,data/reports/usgs/characterization-of-suspended-sediment-flux-and-streamflow-t/characterization-of-suspended-sediment-flux-and-streamflow-t.pdf,4955989,d290c1b3c4b4f7a7129e8ead71b7aa615b6576bd2e0debf5f621865669ee7dc1,https://pubs.usgs.gov/sir/2025/5089/sir20255089.pdf,USGS Public Domain,The U.S. Geological Survey evaluated long-term suspended sediment flux and streamflow datasets for temporal trends (monotonic and step trends) at 10 streamgage sites within the Fountain Creek watershe
usgs/random-forest-regression-models-for-estimating-low-streamflo,"Random forest regression models for estimating low-streamflow statistics at ungaged locations in New York, excluding Long Island",report,main,1,data/reports/usgs/random-forest-regression-models-for-estimating-low-streamflo/random-forest-regression-models-for-estimating-low-streamflo.pdf,9429036,9f8a743e0e2325a259124e0e5958b4586b557064d888d006ebcae117938b4680,https://pubs.usgs.gov/sir/2025/5060/sir20255060.pdf,USGS Public Domain,"Models to estimate low-streamflow statistics at ungaged locations in New York, excluding Long Island and including hydrologically connected basins from bordering States, were developed for the first t"
usgs/hydroclimatic-and-land-use-factors-affecting-peak-streamflow,"Hydroclimatic and land-use factors affecting peak streamflow in Illinois, Iowa, Michigan, Minnesota, Missouri, Montana, North Dakota, South Dakota, and Wisconsin",report,main,1,data/reports/usgs/hydroclimatic-and-land-use-factors-affecting-peak-streamflow/hydroclimatic-and-land-use-factors-affecting-peak-streamflow.pdf,69479097,909a3df0ca2f90da13dafde463473aa2e7768f21e311080e501cd94958a632ec,https://pubs.usgs.gov/circ/1557/cir1557.pdf,USGS Public Domain,"Flood-frequency analysis provides the basis for flood risk estimates used by water-resource managers in land-use planning, and it informs the design of essential infrastructure such as bridges and cul"
usgs/environmental-characteristics-of-select-managed-ponds-in-the,Environmental characteristics of select managed ponds in the Sacramento–San Joaquin Delta—Implications for native fish conservation and research,report,main,1,data/reports/usgs/environmental-characteristics-of-select-managed-ponds-in-the/environmental-characteristics-of-select-managed-ponds-in-the.pdf,2041480,be344c67144acad5fed98f3b4a023dd0d7edf32bd5b65953abb5ff821c3bf25b,https://pubs.usgs.gov/of/2025/1040/ofr20251040.pdf,USGS Public Domain,The use of wetlands to support native fish research and conservation efforts in the Sacramento–San Joaquin Delta (Delta) of California is a growing priority. The purpose of our study was to examine th
usgs/development-of-regression-equations-to-estimate-flow-duratio,"Development of regression equations to estimate flow durations, low-flow frequencies, and mean flows at ungaged stream sites in Connecticut using data through water year 2022",report,main,1,data/reports/usgs/development-of-regression-equations-to-estimate-flow-duratio/development-of-regression-equations-to-estimate-flow-duratio.pdf,4814953,846adf1d331c10fe9f63ea74987c21384271b69d751ca66294a9433af868e5f8,https://pubs.usgs.gov/sir/2025/5027/sir20255027.pdf,USGS Public Domain,"To aid Federal and State regulatory agencies in the effective management of water resources, the U.S. Geological Survey, in cooperation with the Connecticut Department of Energy and Environmental Prot"
usgs/climate-change-impacts-on-plant-communities-in-the-sagebrush,Climate change impacts on plant communities in the sagebrush region—A science synthesis to inform Bureau of Land Management resource management:,report,main,1,data/reports/usgs/climate-change-impacts-on-plant-communities-in-the-sagebrush/climate-change-impacts-on-plant-communities-in-the-sagebrush.pdf,56621675,c6af9f8336f1536669d3a58c99affa80c273fdd96d4d27bed15f028fe7b9ff2f,https://pubs.usgs.gov/sir/2025/5045/sir20255045.pdf,USGS Public Domain,This report synthesizes current (2024) science-based knowledge related to the impacts of climate change on big sagebrush vegetation in Western North America. This effort was conducted through the U.S.
usgs/estimating-daily-public-supply-water-use-by-drinking-water-s,Estimating daily public supply water use by drinking water service area in New Jersey,report,main,1,data/reports/usgs/estimating-daily-public-supply-water-use-by-drinking-water-s/estimating-daily-public-supply-water-use-by-drinking-water-s.pdf,12350914,12f836c8a1dcf3d1be3df30243abcbc25baf18f9f99522a1da456814ab049ed1,https://pubs.usgs.gov/sir/2024/5061/sir20245061.pdf,USGS Public Domain,"This report, prepared in cooperation with the New Jersey Department of Environmental Protection, presents a method for estimating daily public supply water use by drinking water service area systems f"
usgs/u-s-geological-survey-pollinator-science-strategy-2025-35-a-,"U.S. Geological Survey Pollinator Science Strategy, 2025–35—A Review and Look Forward",report,main,1,data/reports/usgs/u-s-geological-survey-pollinator-science-strategy-2025-35-a-/u-s-geological-survey-pollinator-science-strategy-2025-35-a-.pdf,27117794,bd1444e9128ece91f15e193fcceff3ad28aee45af960a620ddd8650588ad9259,https://pubs.usgs.gov/circ/1556/circ1556.pdf,USGS Public Domain,"This “U.S. Geological Survey Pollinator Science Strategy, 2025–35—A Review and Look Forward” (“Pollinator Science Strategy”) describes the science vision of the U.S. Geological Survey (USGS) to suppor"
usgs/estimating-the-magnitude-and-frequency-of-floods-at-ungaged-,Estimating the magnitude and frequency of floods at ungaged locations on streams in Tennessee through the 2013 water year,report,main,1,data/reports/usgs/estimating-the-magnitude-and-frequency-of-floods-at-ungaged-/estimating-the-magnitude-and-frequency-of-floods-at-ungaged-.pdf,3614901,b0b9e61ae1f9a4a090ea98bafc8e0b2ca459acf3d74f9b21959e6e29f5676e7e,https://pubs.usgs.gov/sir/2024/5130/sir20245130.pdf,USGS Public Domain,"To improve estimates of the frequency of annual peak flows for ungaged locations on non-urban, unregulated streams in Tennessee, generalized least-squares multiple linear-regression techniques were us"
usgs/reconnaissance-of-potential-alternate-water-supply-sources-f,"Reconnaissance of potential alternate water supply sources for the City of Gary, West Virginia",report,main,1,data/reports/usgs/reconnaissance-of-potential-alternate-water-supply-sources-f/reconnaissance-of-potential-alternate-water-supply-sources-f.pdf,5996717,af14f8a6d260c3ca24c46a970d6874820c0574ac582acf42a01f9c55b9a12ad9,https://pubs.usgs.gov/of/2025/1037/ofr20251037.pdf,USGS Public Domain,"Seven potential sources of water, consisting of free-flowing discharge from abandoned coal mines at six locations and one abandoned flooded underground coal mine air shaft, were sampled for chemical a"
usgs/framework-developed-for-geomorphic-mapping-of-fern-ridge-lak,"Framework developed for geomorphic mapping of Fern Ridge Lake, Oregon, 2023",report,main,1,data/reports/usgs/framework-developed-for-geomorphic-mapping-of-fern-ridge-lak/framework-developed-for-geomorphic-mapping-of-fern-ridge-lak.pdf,9570668,9675016d5f0fc7018980a27f44acb5e98e507078e17db12a0b05d530b299b2ad,https://pubs.usgs.gov/dr/1215/dr1215.pdf,USGS Public Domain,"The construction and operation of large reservoirs in the Willamette River Basin, Oregon, influences important cultural, biological, and other natural or economic resources in affected river corridors"
usgs/gravity-and-magnetic-surveys-of-the-skaergaard-intrusion-eas,"Gravity and magnetic surveys of the Skaergaard intrusion, East Greenland",report,main,1,data/reports/usgs/gravity-and-magnetic-surveys-of-the-skaergaard-intrusion-eas/gravity-and-magnetic-surveys-of-the-skaergaard-intrusion-eas.pdf,7082779,68edefd584cfd34a5dbba9a169cbd04d58816c35af2395d979f299cf271bf3b7,https://pubs.usgs.gov/of/2025/1030/ofr20251030.pdf,USGS Public Domain,Aeromagnetic and gravity surveys of the Skaergaard intrusion in East Greenland were carried out in July–August 1971 as part of a grant to the University of Oregon Center for Volcanology to refine the 
usgs/insights-and-strategic-opportunities-from-the-usgs-2024-per-,Insights and strategic opportunities from the USGS 2024 Per- and Polyfluoroalkyl Substances (PFAS) Interagency Workshop,report,main,1,data/reports/usgs/insights-and-strategic-opportunities-from-the-usgs-2024-per-/insights-and-strategic-opportunities-from-the-usgs-2024-per-.pdf,2778094,43d85dd8a7b926731a42741946bc04a6812d31499632c07acdddb19882862971,https://pubs.usgs.gov/of/2025/1044/ofr20251044.pdf,USGS Public Domain,"Introduction&nbsp;In 2021, the U.S. Geological Survey (USGS) published Circular 1490 titled, “Integrated Science for the Study of Perfluoroalkyl and Polyfluoroalkyl Substances (PFAS) in the Environmen"
usgs/the-3d-elevation-program-supporting-vermont-s-economy,The 3D Elevation Program—Supporting Vermont's economy,report,main,1,data/reports/usgs/the-3d-elevation-program-supporting-vermont-s-economy/the-3d-elevation-program-supporting-vermont-s-economy.pdf,460165,2ccac3bbdaec1a02280dd06aef00e0e72f00c902ea27171c87d8398663aec4bc,https://pubs.usgs.gov/fs/2025/3033/fs20253033.pdf,USGS Public Domain,IntroductionThe geographic information system (GIS) community in Vermont has a long history of interdisciplinary and cooperative projects that have facilitated the leveraging of geospatial technology 
usgs/aquifer-storage-change-and-storage-properties-rio-rancho-new,"Aquifer storage change and storage properties, Rio Rancho, New Mexico, 2019–23",report,main,1,data/reports/usgs/aquifer-storage-change-and-storage-properties-rio-rancho-new/aquifer-storage-change-and-storage-properties-rio-rancho-new.pdf,6953583,9e08c58ab8bec662413018da9489ca9e54df8f8f226aed9a63e8ebff16a2220c,https://pubs.usgs.gov/sir/2025/5040/sir20255040.pdf,USGS Public Domain,"To better understand changes in groundwater storage and groundwater elevations, the U.S. Geological Survey, in cooperation with the City of Rio Rancho, New Mexico, carried out a multiyear groundwater "
usgs/mapping-eelgrass-zostera-marina-cover-and-biomass-at-izembek,"Mapping eelgrass (Zostera marina) cover and biomass at Izembek Lagoon, Alaska, using in-situ field data and Sentinel-2 satellite imagery",report,main,1,data/reports/usgs/mapping-eelgrass-zostera-marina-cover-and-biomass-at-izembek/mapping-eelgrass-zostera-marina-cover-and-biomass-at-izembek.pdf,4846795,926bbd8fb0a1678c52cbf09e3315680fdb729449816356f515fe3eb44acdb8b4,https://pubs.usgs.gov/of/2025/1007/ofr20251007.pdf,USGS Public Domain,"The U.S. Geological Survey and the U.S. Fish and Wildlife Service have developed a three-tiered strategy for monitoring eelgrass (Zostera marina) beds at Izembek Lagoon, Alaska, that targets different"
usgs/benthic-habitat-map-of-olowalu-reef-maui-hawaii-geomorpholog,"Benthic habitat map of Olowalu Reef, Maui, Hawaii—Geomorphological structure, biological cover, and geologic zonation determined with spectral, lidar, and acoustic data",report,main,1,data/reports/usgs/benthic-habitat-map-of-olowalu-reef-maui-hawaii-geomorpholog/benthic-habitat-map-of-olowalu-reef-maui-hawaii-geomorpholog.pdf,5244191,319b81e2752ad5cb1a0a2e75355fbd184f15b74b5eb863ae50cce80ee1eab6ad,https://pubs.usgs.gov/of/2025/1010/ofr20251010.pdf,USGS Public Domain,"The fringing coral reef off Olowalu, Maui, Hawaii, has been identified as a local conservation priority site. In 2007, the National Oceanic and Atmospheric Administration (NOAA) produced a benthic hab"
usgs/potential-effects-of-sea-level-rise-and-high-tide-flooding-o,Potential effects of sea level rise and high tide flooding on <em>Laterallus jamaicensis jamaicensis</em> (eastern black rail) coastal breeding areas,report,main,1,data/reports/usgs/potential-effects-of-sea-level-rise-and-high-tide-flooding-o/potential-effects-of-sea-level-rise-and-high-tide-flooding-o.pdf,16198039,3ae6ac98981b352f9eb8cf77a5218ea3d9c8804cc01e8961e35bc12606be1d41,https://pubs.usgs.gov/of/2021/1104/f/ofr20211104f.pdf,USGS Public Domain,"Laterallus jamaicensis jamaicensis (eastern black rails; Gmelin, 1789) are facing increasing risk from flooding in coastal breeding habitats because of rising sea levels combined with standard high ti"
usgs/characterization-of-stream-water-quality-and-groundwater-lev,"Characterization of stream water quality and groundwater levels in the Central Pine Barrens region, Suffolk County, New York, 2017–23",report,main,1,data/reports/usgs/characterization-of-stream-water-quality-and-groundwater-lev/characterization-of-stream-water-quality-and-groundwater-lev.pdf,5273730,851aa332d6253ac5e16e774bbfaa94101967c064557caaa644ba6b229ee1b1f1,https://pubs.usgs.gov/sir/2025/5010/sir20255010.pdf,USGS Public Domain,"The area locally known as the “Central Pine Barrens” region, located in Suffolk County, New York, contains most of Long Island’s preserved and undeveloped land. This region overlays an aquifer system "
usgs/applying-u-s-geological-survey-science-to-understand-effects,Applying U.S. Geological Survey science to understand effects to water supply in the Upper Colorado River Basin,report,main,1,data/reports/usgs/applying-u-s-geological-survey-science-to-understand-effects/applying-u-s-geological-survey-science-to-understand-effects.pdf,6219868,5c1576e603b4bb66ff4725329432be66941853838d6ab02544e7b40a0071b5a7,https://pubs.usgs.gov/fs/2025/3036/fs20253036.pdf,USGS Public Domain,"IntroductionThe Colorado River Basin is a vital source of water to more than 40 million people in the Western United States and Mexico, including in major cities like Denver, Las Vegas, Phoenix, Tucso"
usgs/assessing-the-potential-for-evaluation-of-wildland-fire-mode,Assessing the potential for evaluation of wildland fire models using remotely sensed data—Summary proceedings from a U.S. Geological Survey workshop in 2024,report,main,1,data/reports/usgs/assessing-the-potential-for-evaluation-of-wildland-fire-mode/assessing-the-potential-for-evaluation-of-wildland-fire-mode.pdf,4837867,08841adf29aeac3f94a39f10ece470a69c6ba7bd062fdb8926ce34e7c517230b,https://pubs.usgs.gov/sir/2025/5053/sir20255053.pdf,USGS Public Domain,"On September 19, 2024, the U.S. Geological Survey (USGS) held a virtual workshop titled “Potential for Evaluation of Fire Models with Remote Sensing Data Workshop” to assess the feasibility of using r"
usgs/cascading-consequences-and-interventions-for-hazards-after-w,"Cascading consequences and interventions for hazards after wildfire in Okanogan County, Washington",report,main,1,data/reports/usgs/cascading-consequences-and-interventions-for-hazards-after-w/cascading-consequences-and-interventions-for-hazards-after-w.pdf,654174,69a7df5a45b8f899f494fc0ae1719cd06e15153c1b14a39fe637e3b5f67c4504,https://pubs.usgs.gov/sir/2025/5036/sir20255036_plate1.pdf,USGS Public Domain,"This report details the application of the chains of consequences method within the postfire hazard context after the 2021 Cedar Creek and Muckamuck Fires around Okanogan County, Washington. The U.S. "
usgs/the-3d-elevation-program-supporting-new-mexico-s-economy,The 3D Elevation Program—Supporting New Mexico’s Economy,report,main,1,data/reports/usgs/the-3d-elevation-program-supporting-new-mexico-s-economy/the-3d-elevation-program-supporting-new-mexico-s-economy.pdf,527641,9f003ee4a723817ee2cb9034872b402ea185f314cae42731c15e4cd551d9c89f,https://pubs.usgs.gov/fs/2025/3014/fs20253014.pdf,USGS Public Domain,"Introduction&nbsp;Federal, State, Tribal, and local entities managing lands in New Mexico have concerns about wildfire risk, wildlife habitat, and flood risk. Land managers in urban areas along the Ri"
usgs/u-s-geological-survey-2024-rocky-mountain-region-science-exc,U.S. Geological Survey 2024 Rocky Mountain Region Science Exchange—Showcasing cutting-edge science to adapt to extreme weather events and stakeholder needs,report,main,1,data/reports/usgs/u-s-geological-survey-2024-rocky-mountain-region-science-exc/u-s-geological-survey-2024-rocky-mountain-region-science-exc.pdf,1656434,7e72ceccf3d11b8256dac07a884d682e51c5a55340b6401b91dec9249ec5ced5,https://pubs.usgs.gov/fs/2025/3008/fs20253008.pdf,USGS Public Domain,"IntroductionThe Rocky Mountains and the Colorado River Basin in the Western United States are complex, interconnected systems that sustain a large variety of species, including tens of millions of hum"
usgs/a-partnership-between-the-usgs-and-the-klamath-tribes-to-app,A partnership between the USGS and the Klamath Tribes to apply structured decision making for chronic wasting disease management,report,main,1,data/reports/usgs/a-partnership-between-the-usgs-and-the-klamath-tribes-to-app/a-partnership-between-the-usgs-and-the-klamath-tribes-to-app.pdf,12850201,655b23b87b894c022621809d5de71c8914cbd1d45732d938ce41ed3dfe206b81,https://pubs.usgs.gov/fs/2025/3012/fs20253012.pdf,USGS Public Domain,"Project Overview: The Klamath Tribes (TKT) are the Klamath, Modoc, and Yahooskin Paiute peoples, and are the first peoples of the land, having lived in ancestral lands of Oregon and California since t"
usgs/the-3d-elevation-program-supporting-utah-s-economy,The 3D Elevation Program—Supporting Utah’s economy,report,main,1,data/reports/usgs/the-3d-elevation-program-supporting-utah-s-economy/the-3d-elevation-program-supporting-utah-s-economy.pdf,707162,1db1cf9e527e0370abd5f17f6ec677114cc919850949aabda0a870af5deef769,https://pubs.usgs.gov/fs/2025/3004/fs20253004.pdf,USGS Public Domain,Introduction&nbsp;High-quality elevation data for Utah inform decision making to improve the State’s economy. Light detection and ranging (lidar) data are used to support infrastructure planning and m
usgs/federal-lands-greenhouse-gas-emissions-and-sequestration-in-,Federal lands greenhouse gas emissions and sequestration in the United States: Estimates for 2005–22,report,main,1,data/reports/usgs/federal-lands-greenhouse-gas-emissions-and-sequestration-in-/federal-lands-greenhouse-gas-emissions-and-sequestration-in-.pdf,2293966,9bf5d891984323e4dca89e5f8640ccc9ccc7649ffead29792fd6ec4314eccd91,https://pubs.usgs.gov/sir/2024/5103/sir20245103.pdf,USGS Public Domain,"In 2016, the Secretary of the U.S. Department of the Interior requested that the U.S. Geological Survey (USGS) produce a publicly available and annually updated database of estimated greenhouse gas em"
usgs/hydrogeology-water-budget-and-simulated-groundwater-availabi,"Hydrogeology, water budget, and simulated groundwater availability in the Salt Fork Arkansas River and Chikaskia River alluvial aquifers, northern Oklahoma, 1980–2020",report,main,1,data/reports/usgs/hydrogeology-water-budget-and-simulated-groundwater-availabi/hydrogeology-water-budget-and-simulated-groundwater-availabi.pdf,30512904,d384d5a68e78fd2a5a926d3cf29a15b2ab5b23f2c032ca9239f6a5ce4781b341,https://pubs.usgs.gov/sir/2025/5043/sir20255043.pdf,USGS Public Domain,The 1973 Oklahoma Groundwater Law (Oklahoma Statute §82–1020.5) requires that the Oklahoma Water Resources Board conduct hydrologic investigations of the State’s aquifers to determine the maximum annu
usgs/u-s-geological-survey-colorado-river-basin-science-and-techn,U.S. Geological Survey Colorado River Basin science and technology collaboration meetings on drought (2021)—Synthesis of findings,report,main,1,data/reports/usgs/u-s-geological-survey-colorado-river-basin-science-and-techn/u-s-geological-survey-colorado-river-basin-science-and-techn.pdf,3198386,2b12196e401a6045f0e2babc9ffa5ddcccb4542df7423ce108dbf3f2c7e3f47b,https://pubs.usgs.gov/circ/1551/cir1551.pdf,USGS Public Domain,"Ongoing, prolonged, and severe drought and water overuse during the first two decades of the 21st century have reduced water supplies of the Colorado River Basin, with effects cascading to ecosystems "
usgs/groundwater-budget-for-the-surficial-aquifer-surrounding-lak,"Groundwater budget for the surficial aquifer surrounding Lake Nokomis, Minneapolis, Minnesota",report,main,1,data/reports/usgs/groundwater-budget-for-the-surficial-aquifer-surrounding-lak/groundwater-budget-for-the-surficial-aquifer-surrounding-lak.pdf,1316994,f1cfef22c9eed8c4e343d32e68625f92f8d2367cee05bc28a6e9be71f596369d,https://pubs.usgs.gov/of/2025/1021/ofr20251021.pdf,USGS Public Domain,"During prolonged periods of above-average precipitation, rising groundwater levels have the potential to cause damage to and interfere with underground infrastructure and building foundations. To unde"
usgs/estimation-of-baseflow-and-flooding-characteristics-for-east,"Estimation of baseflow and flooding characteristics for East Canyon Creek, Summit and Morgan Counties, Utah",report,main,1,data/reports/usgs/estimation-of-baseflow-and-flooding-characteristics-for-east/estimation-of-baseflow-and-flooding-characteristics-for-east.pdf,8555997,582fc98122fb96e6797fa67dbb52059830e6b43be7b0d0ad69eba1cc9d343548,https://pubs.usgs.gov/sir/2025/5003/sir20255003.pdf,USGS Public Domain,"An improved understanding of hydrologic responses to changing climatic conditions is needed to better inform water management practices. East Canyon Creek, a perennial, snowmelt-dominated stream in th"
usgs/evaluating-drought-risk-of-the-red-river-of-the-north-basin-,"Evaluating drought risk of the Red River of the North Basin using historical and stochastic streamflow upstream from Emerson, Manitoba",report,main,1,data/reports/usgs/evaluating-drought-risk-of-the-red-river-of-the-north-basin-/evaluating-drought-risk-of-the-red-river-of-the-north-basin-.pdf,10309430,d31aed90a5ad5612b31b29dd21f16ddedb9a71b59e3d77e824fe0afaaa68df21,https://pubs.usgs.gov/sir/2025/5002/sir20255002.pdf,USGS Public Domain,"Drought and its effect on streamflow are important to understand because of the potential to adversely affect water supply, agricultural production, and ecological conditions. The Red River of the Nor"
usgs/peak-streamflow-trends-in-north-dakota-and-their-relation-to,"Peak streamflow trends in North Dakota and their relation to changes in climate, water years 1921–2020",report,main,1,data/reports/usgs/peak-streamflow-trends-in-north-dakota-and-their-relation-to/peak-streamflow-trends-in-north-dakota-and-their-relation-to.pdf,10676289,69e14a38e824130457473d1c215076b9847ac4dc0664754c9701ee7be5826d7c,https://pubs.usgs.gov/sir/2023/5064/h/sir20235064h.pdf,USGS Public Domain,"Standardized guidelines for completing flood-flow frequency analyses are presented in a U.S. Geological Survey Techniques and Methods report known as Bulletin 17C, https://doi.org/10.3133/tm4B5. In re"
usgs/climate-change-and-future-water-availability-in-the-united-s,Climate change and future water availability in the United States,report,main,1,data/reports/usgs/climate-change-and-future-water-availability-in-the-united-s/climate-change-and-future-water-availability-in-the-united-s.pdf,23624525,74423203022aaf198c3cf4cfe1434e0c42ad2ce896f38d926df1137bfb7ad9dc,https://pubs.usgs.gov/pp/1894/e/pp1894E.pdf,USGS Public Domain,"The steady rise in global temperature as a result of human activity is causing changes in Earth’s water cycle. The balance of water stored within and moving between vapor, liquid, and frozen states in"
usgs/u-s-geological-survey-national-groundwater-climate-response-,U.S. Geological Survey National Groundwater Climate Response Network,report,main,1,data/reports/usgs/u-s-geological-survey-national-groundwater-climate-response-/u-s-geological-survey-national-groundwater-climate-response-.pdf,439410,d7030293abe30b875f240b30eee4fa3ea210cf6f8137915ae2c023bafda820cb,https://pubs.usgs.gov/fs/2024/3057/fs20243057.pdf,USGS Public Domain,What is the U.S. Geological Survey National Groundwater Climate Response Network?The U.S. Geological Survey’s (USGS) National Water Monitoring Network is a network of networks that includes the Climat
usgs/tracking-surface-changes-caused-by-volcanic-activity,Tracking surface changes caused by volcanic activity,report,main,1,data/reports/usgs/tracking-surface-changes-caused-by-volcanic-activity/tracking-surface-changes-caused-by-volcanic-activity.pdf,12981640,33b0545954788feef9a44d278d911a832b1998d1c1e9829bb80bbf72053a6c83,https://pubs.usgs.gov/sir/2024/5062/g/sir20245062g.pdf,USGS Public Domain,"IntroductionDynamic volcanic landscapes produce various changes at the surface of volcanic edifices. For example, rising magma can induce thermal emissions, formation of ground cracks, and variations "
usgs/u-s-geological-survey-northern-rocky-mountain-science-center,U.S. Geological Survey Northern Rocky Mountain Science Center science highlights for fiscal year 2023,report,main,1,data/reports/usgs/u-s-geological-survey-northern-rocky-mountain-science-center/u-s-geological-survey-northern-rocky-mountain-science-center.pdf,1827121,2d46bec59f676cc4cf380ae0d97dcb88f2784cebb33c528c6089b95c5b95a6d9,https://pubs.usgs.gov/fs/2024/3012/fs20243012.pdf,USGS Public Domain,"The U.S. Geological Survey (USGS) Northern Rocky Mountain Science Center is based in Bozeman, Montana, and has field offices in Glacier National Park, Mont.; Missoula, Mont.; and Knoxville, Tennessee."
usgs/evaluation-of-groundwater-resources-in-the-upper-white-river,"Evaluation of groundwater resources in the Upper White River Basin within Mount Rainier National Park, Washington State, 2020",report,main,1,data/reports/usgs/evaluation-of-groundwater-resources-in-the-upper-white-river/evaluation-of-groundwater-resources-in-the-upper-white-river.pdf,4921088,d1c0c17603ad2ac5a6e6941fac613adaec4fdd5fd519960ff36c93fd32f595b0,https://pubs.usgs.gov/sir/2024/5015/sir20245015.pdf,USGS Public Domain,"The U.S. Geological Survey (USGS), in cooperation with the National Park Service, investigated groundwater gains and losses on the upper White River within Mount Rainier National Park in Washington. T"
usgs/recent-history-of-glacial-lake-outburst-floods-analysis-of-c,"Recent history of glacial lake outburst floods, analysis of channel changes, and development of a two-dimensional flow and sediment transport model of the Snow River near Seward, Alaska",report,main,1,data/reports/usgs/recent-history-of-glacial-lake-outburst-floods-analysis-of-c/recent-history-of-glacial-lake-outburst-floods-analysis-of-c.pdf,11122372,0da8ed35c81ff0c313f6355fb11d81f36789f55cf66c0fedffeb15f3b2bec4f4,https://pubs.usgs.gov/sir/2022/5099/sir20225099.pdf,USGS Public Domain,"Snow Lake, a glacially dammed lake on the Snow Glacier near Seward, Alaska, drains rapidly every 14 months–3 years, causing flooding along the Snow River. Highway, railroad, and utility infrastructure"
usgs/geologic-field-trip-guide-to-volcanism-and-its-interaction-w,"Geologic field-trip guide to volcanism and its interaction with snow and ice at Mount Rainier, Washington",report,main,1,data/reports/usgs/geologic-field-trip-guide-to-volcanism-and-its-interaction-w/geologic-field-trip-guide-to-volcanism-and-its-interaction-w.pdf,47177515,371f6d4e592ed95135245aeae3239e30a95249ab6e60f4f5046c98c00bbdcaf8,https://pubs.usgs.gov/sir/2017/5022/a/sir20175022a.pdf,USGS Public Domain,"Mount Rainier is the Pacific Northwest’s iconic volcano. At 4,393 meters and situated in the south-central Cascade Range of Washington State, it towers over cities of the Puget Lowland. As the highest"
usgs/u-s-geological-survey-benchmark-glacier-project,U.S. Geological Survey Benchmark Glacier Project,report,main,1,data/reports/usgs/u-s-geological-survey-benchmark-glacier-project/u-s-geological-survey-benchmark-glacier-project.pdf,4286074,0d9bae42a33f1b47749e89d6c9d62bce3468d6a905578d1b39a3a9da1c5fbcb5,https://pubs.usgs.gov/fs/2022/3050/fs20223050.pdf,USGS Public Domain,The ​U.S. Geological Survey Benchmark Glacier Project combines decades of direct glaciological data with remote sensing data to advance the quantitative understanding of glacier-climate interactions. 
usgs/relative-contributions-of-suspended-sediment-between-the-upp,"Relative contributions of  suspended sediment between the upper Suiattle River Basin and a non-glacial tributary, Washington, May 2016–September 2017",report,main,1,data/reports/usgs/relative-contributions-of-suspended-sediment-between-the-upp/relative-contributions-of-suspended-sediment-between-the-upp.pdf,7618861,5cd2b4dd1877243dd9a717cca0569cd5c2679d35202a36875330c4e8125841b5,https://pubs.usgs.gov/of/2022/1056/ofr20221056.pdf,USGS Public Domain,"Concentrations of suspended sediment were measured in discrete samples and turbidity was continuously monitored at four U.S. Geological Survey streamgages in western Washington State, including one ga"
usgs/montana-and-landsat,Montana and Landsat,report,main,1,data/reports/usgs/montana-and-landsat/montana-and-landsat.pdf,4678964,aff1e42349e3ca5273401365563a0b1ae888f744f07984f3e7936da06a4c2378,https://pubs.usgs.gov/fs/2022/3041/fs20223041.pdf,USGS Public Domain,"The landscapes beneath Montana’s big sky are as breathtaking as the State’s nickname would suggest. Visitors to the 41st State's ""Big Sky Country"" can take in the stunning icy hues of aquamarine at Gl"
